VisitID,VisitDateRaw,RepID,RepNameRaw,DoctorID,DoctorNameRaw,SpecialtyRaw,TerritoryRaw,DoctorClass,VisitStatus,Outcome,VisitType,SamplesGiven,FollowUpRequired,DurationMin
V0005636,2025-08-27,R005,Mahmoud Tarek,D0108,Dr. Sara Wael,Pedia,Tanta,B,Completed,No Interest,Educational,0,No,16
V0005637,2025-08-27,R005,Mahmoud Tarek,D0104,Dr. Sara Emad,Pedia,Tanta,C,Rescheduled,Not Applicable,Follow-up,0,No,0
V0005638,2025-08-27,R006,Nada Wael,D0149,Dr. Aya Ali,Gyna, El Mahalla El Kubra,B,Completed,Sample Accepted,Educational,0,No,21
V0005639,2025-08-27,R006,Nada Wael,D0147,Dr. Ahmed Wael,Internal,El Mahalla El Kubra,A,Completed,Follow-up,Launch,3,No,17
V0005640,2025-08-27,R006,Nada Wael,D0139,Dr. Nour Tarek,Internal,El Mahalla El Kubra,B,Completed,Interested,Follow-up,0,Yes,19
V0005641,2025-08-27,R007,Mostafa Adel,D0184,Dr. Mariam Emad,Gyna,Benha,C,Completed,Sample Accepted,Educational,0,No,21
V0005642,2025-08-27,R007,mostafa adel,D0174,Dr. Aya Adel,Internal,Benha,B,Completed,Follow-up,Routine,2,Yes,11
V0005643,2025-08-27,R008,Yara Emad,D0187,Dr. Mahmoud Adel,Internal,Shubra El Kheima,A,Completed,Sample Accepted,Routine,4,No,22
V0005644,2025-08-27,R008,Yara Emad,D0215,Dr. Mohamed Saad,Internal,shubra el kheima,C,Completed,Sample Accepted,Educational,1,Yes,17
V0005645,2025-08-27,R008,Yara Emad,D0214,Dr. Sara Adel,Internal,Shubra El Kheima,A,Completed,Not Available,Launch,2,No,23
V0005646,2025-08-27,R008,Yara Emad,D0212,Dr. Nour Fathy,Gyna,Shubra El Kheima,B,Completed,Interested,Launch,0,No,14
V0005647,2025-08-27,R010,Rana Ashraf,D0265,Dr. Nour Emad,Gyna,Maadi,B,Completed,Sample Accepted,Educational,0,No,15
V0005648,2025-08-27,R010,Rana Ashraf,D0243,Dr. Sara Wael,Gyna,Maadi,C,Cancelled,Not Applicable,Launch,0,No,0
V0005649,2025-08-27,R010,Rana Ashraf,D0258,Dr. Mina Nabil,Pediatrics,Maadi,A,Completed,Interested,Follow-up,1,No,25
V0005650,2025-08-27,R010,Rana Ashraf,D0253,Dr. Mariam Hassan,Gyna,Maadi,C,Completed,Interested,Educational,0,Yes,11
V0005651,2025-08-27,R011,Mohamed Saad,D0285,Dr. Mostafa Samir,Internal,Nasr City,B,Completed,Interested,Launch,1,Yes,20
V0005652,2025-08-27,R011,Mohamed Saad,D0287,Dr. Sara Adel,Gyna,Nasr City,B,Completed,Follow-up,Follow-up,2,Yes,18
V0005653,2025-08-27,R013,Khaled Ibrahim,D0001,Dr. Rana Nabil,Gyna,Shebin El-Kom,B,Completed,Interested,Routine,1,No,18
V0005654,2025-08-27,R013,Khaled Ibrahim,D0022,Dr. Mostafa Nabil,Internal,Shebin El-Kom,B,Completed,Sample Accepted,Follow-up,2,Yes,11
V0005655,2025-08-27,R013,Khaled Ibrahim,D0028,Dr. Mohamed Tarek,Internal,Shebin El-Kom,A,Completed,Sample Accepted,Launch,2,Yes,19
V0005656,2025-08-27,R013,Khaled Ibrahim,D0013,Dr. Mohamed Emad,Gyna,Shebin El-Kom,C,Rescheduled,Not Applicable,Educational,0,No,0
V0005657,08/27/2025,R014,Aya Magdy,D0117,Dr.  Nour  Saad,Internal,Tanta,B,Completed,Interested,Follow-up,0,Yes,19
V0005658,2025-08-27,R014,Aya Magdy,D0106,Dr. Rana Adel,Internal,Tanta,C,Completed,No Interest,Follow-up,0,No,22
V0005659,2025-08-27,R014,Aya Magdy,D0109,Dr. Ahmed Wael,Gyna,Tanta,B,Completed,Sample Accepted,Follow-up,2,No,18
V0005660,2025-08-27,R014,Aya Magdy,D0104,Dr. Sara Emad,Pedia,Tanta,C,Completed,Interested,Routine,1,No,8
V0005661,2025-08-27,R015,Amr Fathy,D0190,Dr. Ahmed Samir,Internal,Shubra El Kheima,B,Completed,Sample Accepted,Routine,1,Yes,32
V0005662,2025-08-27,R015,Amr Fathy,D0196,Dr. Sara Wael,Pedia,Shubra El Kheima,C,Completed,Sample Accepted,Launch,0,No,8
V0005663,2025-08-27,R015,Amr Fathy,D0212,Dr. Nour Fathy,Gyna,Shubra El Kheima,B,Completed,Sample Accepted,Routine,1,Yes,25
V0005664,2025-08-28,R001,Ahmed Hassan,D0001,Dr. Rana Nabil,Gyna,Shebin El-Kom,B,Completed,No Interest,Educational,2,No,17
V0005665,2025-08-28,R001,Ahmed Hassan,D0027,Dr. Mina Nabil,Gyna,Shebin El-Kom,C,Completed,Sample Accepted,Educational,2,Yes,17
V0005666,2025-08-28,R001,Ahmed Hassan,D0015,Dr. Aya Tarek,Pedia,Shebin El-Kom,B,Completed,No Interest,Routine,1,No,19
V0005667,2025-08-28,R002,Mona Samir,D0037,Dr. Ahmed Tarek,Gyna,Menouf,B,Rescheduled,Not Applicable,Educational,0,No,0
V0005668,2025-08-28,R002,Mona Samir,D0043,Dr. Mahmoud Nabil,Internal,Menouf,A,Completed,Sample Accepted,Follow-up,2,Yes,22
V0005669,2025-08-28,R002,Mona Samir,D0047,Dr. Mohamed Hassan,Gyna,Menouf,C,Completed,Not Available,Routine,0,No,14
V0005670,2025-08-28,R003,Karim Hany,D0056,Dr. Sara Wael,Internal,Ashmoun,A,Completed,Sample Accepted,Educational,3,Yes,11
V0005671,2025-08-28,R003,Karim Hany,D0062,Dr. Mina Saad,Internal,Ashmoun,A,Completed,Sample Accepted,Launch,0,No,13
V0005672,2025-08-28,R003,Karim Hany,D0054,Dr. Mina Nabil,Internal,Ashmoun,B,Completed,Interested,Follow-up,1,No,20
V0005673,2025-08-28,R003,Karim Hany,D0057,Dr. Mahmoud Nabil,Pedia,Ashmoun,C,Rescheduled,Not Applicable,Routine,0,No,0
V0005674,2025-08-28,R004,Sara Mostafa,D0086,Dr. Mostafa Tarek,Pedia,Sadat City,C,Completed,Interested,Follow-up,1,No,22
V0005675,2025-08-28,R004,Sara Mostafa,D0085,Dr. Mostafa Fathy,Gyna,Sadat City,C,Completed,Interested,Educational,0,Yes,14
V0005676,2025-08-28,R004,Sara Mostafa,D0075,Dr. Ahmed Hassan,Internal,Sadat City,A,Cancelled,Not Applicable,Follow-up,0,No,0
V0005677,2025-08-28,R004,Sara Mostafa,D0084,Dr. Rana Samir,Pedia,Sadat City,A,Completed,Interested,Launch,1,No,18
V0005678,2025-08-28,R005,Mahmoud Tarek,D0106,Dr. Rana Adel,Internal,Tanta,C,Cancelled,Not Applicable,Launch,0,No,0
V0005679,2025-08-28,R005,Mahmoud Tarek,D0115,Dr. Mostafa Adel,Pedia,Tanta,B,Completed,Interested,Educational,1,Yes,16
V0005680,2025-08-28,R005,Mahmoud Tarek,D0107,Dr. Mahmoud Saad,Gyna,Tanta,B,Completed,Interested,Launch,0,No,16
V0005681,2025-08-28,R008,Yara Emad,D0210,Dr. Ahmed Adel,Internal,Shubra El Kheima,C,Cancelled,Not Applicable,Routine,0,No,0
V0005682,2025-08-28,R008,Yara Emad,D0203,Dr. Mohamed Saad,Gyna,Shubra El Kheima,A,Completed,Sample Accepted,Follow-up,3,Yes,17
V0005683,2025-08-28,R008,Yara Emad,D0196,Dr. Sara Wael,Pediatrics,Shubra El Kheima,C,Completed,Follow-up,Follow-up,2,Yes,21
V0005684,2025-08-28,R008,Yara Emad,D0205,Dr. Mina Saad,Pedia,Shubra El Kheima,B,Completed,Interested,Follow-up,0,Yes,5
V0005685,2025-08-28,R010,Rana Ashraf,D0255,Dr. Mohamed Fathy,Internal,Maadi,C,Completed,Sample Accepted,Educational,1,Yes,14
V0005686,2025-08-28,R010,Rana Ashraf,D0249,Dr. Nour Tarek,Internal,Maadi,B,Completed,Follow-up,Routine,2,No,17
V0005687,2025-08-28,R010,Rana Ashraf,D0270,Dr. Aya Saad,Pedia,Maadi,A,Rescheduled,Not Applicable,Routine,0,No,0
V0005688,2025-08-28,R010,Rana Ashraf,D0262,Dr. Mohamed Ali,Gyna,Maadi,C,Completed,Interested,Educational,0,Yes,17
V0005689,2025-08-28,R011,Mohamed Saad,D0300,Dr. Mahmoud Fathy,Pedia,Nasr City,A,Completed,Sample Accepted,Launch,1,No,17
V0005690,2025-08-28,R011,Mohamed Saad,D0303,Dr. Ahmed Saad,Gyna,Nasr City,B,Completed,Not Available,Follow-up,0,No,28
V0005691,2025-08-28,R011,Mohamed Saad,D0280,Dr. Mahmoud Samir,Internal,Nasr City,C,Rescheduled,Not Applicable,Educational,0,No,0
V0005692,2025-08-28,R012,Nourhan Atef,D0332,Dr. Aya Ali,Pedia,Heliopolis,B,Completed,Sample Accepted,Routine,0,Yes,22
V0005693,2025-08-28,R012,Nourhan Atef,D0341,Dr. Mohamed Samir,PEDIA,Heliopolis,A,Completed,Sample Accepted,Follow-up,3,Yes,5
V0005694,2025-08-28,R012,Nourhan Atef,D0328,Dr. Rana Hassan,Internal,Heliopolis,C,Completed,Sample Accepted,Routine,2,Yes,8
V0005695,2025-08-28,R012,Nourhan Atef,D0311,Dr. Mariam Adel,Internal,Heliopolis,C,Completed,Sample Accepted,Follow-up,1,Yes,23
V0005696,2025-08-28,R013,Khaled Ibrahim,D0008,Dr. Mahmoud Nabil,Pedia,Shebin El-Kom,C,Completed,Interested,Launch,0,Yes,9
V0005697,2025-08-28,R013,Khaled Ibrahim,D0011,Dr. Mohamed Saad,Internal,Shebin El-Kom,A,Completed,Interested,Launch,0,No,26
V0005698,2025-08-28,R013,Khaled Ibrahim,D0002,Dr. Rana Ali,Internal,Shebin El-Kom,A,Completed,Sample Accepted,Launch,1,Yes,23
V0005699,2025-08-28,R013,Khaled Ibrahim,D0015,Dr. Aya Tarek,Pedia,Shebin El-Kom,B,Completed,Follow-up,Follow-up,2,Yes,16
V0005700,2025-08-28,R014,Aya Magdy,D0101,Dr. Mostafa Hassan,Internal,Tanta,B,Completed,Sample Accepted,Educational,1,Yes,21
V0005701,08/28/2025,R014,Aya Magdy,D0108,Dr. Sara Wael,Pedia,Tanta,B,Rescheduled,Not Applicable,Educational,0,No,0
V0005702,2025-08-28,R015,Amr Fathy,D0211,Dr. Mostafa Nabil,Internal,Shubra El Kheima,B,Completed,Follow-up,Educational,0,Yes,12
V0005703,2025-08-28,R015,Amr Fathy,D0185,Dr. Nour Nabil,Pedia,Shubra El Kheima,B,Rescheduled,Not Applicable,Follow-up,0,No,0
V0005704,2025-08-28,R015,Amr Fathy,D0214,Dr. Sara Adel,Internal,Shubra El Kheima,A,Completed,Sample Accepted,Launch,2,Yes,18
V0005705,2025-08-29,R001,Ahmed Hassan,D0007,Dr. Mahmoud Adel,Internal,Shebin El-Kom,C,Completed,Not Available,Routine,1,No,16
V0005706,2025-08-29,R001,Ahmed Hassan,D0006,Dr. Aya Wael,Internal,Shebin El-Kom,A,Rescheduled,Not Applicable,Routine,0,No,0
V0005707,2025-08-29,R001,Ahmed Hassan,D0003,Dr. Mina Saad,Pedia,Shebin El-Kom,B,Completed,Interested,Follow-up,2,No,14
V0005708,2025-08-29,R002,Mona Samir,D0040,Dr. Mina Samir,Internal,Menouf,A,Completed,Interested,Follow-up,2,Yes,24
V0005709,2025-08-29,R002,Mona Samir,D0048,Dr. Mohamed Emad,PEDIA,Menouf,C,Completed,No Interest,Routine,1,No,23
V0005710,2025-08-29,R002,Mona Samir,D0042,Dr. Mostafa Wael,Pedia,Menouf,B,Completed,Sample Accepted,Routine,1,Yes,13
V0005711,2025-08-29,R005,Mahmoud Tarek,D0109,Dr. Ahmed Wael,Gyna,Tanta,B,Completed,Sample Accepted,Educational,0,No,25
V0005712,2025-08-29,R005,Mahmoud Tarek,D0110,Dr. Nour Hassan,Pedia,Tanta,C,Rescheduled,Not Applicable,Educational,0,No,0
V0005713,2025-08-29,R005,Mahmoud Tarek,D0113,Dr. Mahmoud Wael,Pedia,Tanta,B,Completed,Interested,Launch,1,No,17
V0005714,2025-08-29,R005,Mahmoud Tarek,D0102,Dr. Mostafa Emad,Internal,Tanta,C,Completed,Sample Accepted,Launch,0,Yes,24
V0005715,2025-08-29,R006,Nada Wael ,D0149,Dr. Aya Ali,Gyna,El Mahalla El Kubra,B,Completed,Follow-up,Follow-up,0,No,16
V0005716,2025-08-29,R006,Nada Wael,D0143,Dr. Nour Fathy,Internal,El Mahalla El Kubra,A,Completed,Interested,Launch,0,Yes,23
V0005717,2025-08-29,R007,Mostafa Adel,D0157,Dr. Mostafa Wael,Internal,Benha,C,Completed,Follow-up,Routine,0,No,6
V0005718,2025-08-29,R007,Mostafa Adel,D0176,Dr. Mohamed Adel,Pedia,Benha,C,Completed,Sample Accepted,Follow-up,1,Yes,17
V0005719,2025-08-29,R007,Mostafa Adel,D0159,Dr. Ahmed Saad,Internal,Benha,C,Completed,Sample Accepted,Follow-up,1,Yes,11
V0005720,2025-08-29,R008,Yara Emad,D0186,Dr. Mahmoud Wael,Pedia,Shubra El Kheima,B,Completed,Not Available,Routine,0,No,10
V0005721,2025-08-29,R008,Yara Emad,D0206,Dr. Rana Ali,Pedia,Shubra El Kheima,B,Completed,Sample Accepted,Routine,2,No,5
V0005722,2025-08-29,R009,Hossam Ali,D0228,Dr. Sara Hassan,Internal,Qalyub,C,Cancelled,Not Applicable,Educational,0,No,0
V0005723,2025-08-29,R009,Hossam Ali,D0239,Dr. Ahmed Samir,Gyna,Qalyub,A,Completed,Interested,Launch,3,Yes,16
V0005724,2025-08-29,R009,Hossam Ali,D0240,Dr. Mostafa Samir,Pedia,Qalyub,B,Completed,Interested,Follow-up,1,Yes,27
V0005725,2025-08-29,R010,Rana Ashraf,D0256,Dr. Sara Samir,Gyna,Maadi,C,Completed,No Interest,Educational,1,No,18
V0005726,2025-08-29,R010,Rana Ashraf,D0263,Dr. Mariam Samir,Pedia,Maadi,B,Cancelled,Not Applicable,Routine,0,No,0
V0005727,2025-08-29,R010,Rana Ashraf,D0257,Dr. Rana Emad,Internal Med,Maadi,C,Completed,Follow-up,Routine,0,No,9
V0005728,08/29/2025,R011,Mohamed Saad,D0304,Dr. Mostafa Adel,Pedia,Nasr City,B,Completed,Interested,Follow-up,2,Yes,12
V0005729,2025-08-29,R011,mohamed saad,D0305,Dr. Ahmed Adel,Internal,Nasr City,C,Completed,Sample Accepted,Educational,0,Yes,18
V0005730,2025-08-29,R011,Mohamed Saad,D0281,Dr. Mina Samir,Gyna,Nasr City,C,Completed,Follow-up,Follow-up,0,No,32
V0005731,2025-08-29,R012,Nourhan Atef,D0326,Dr. Mohamed Emad,Internal,Heliopolis,B,Cancelled,Not Applicable,Launch,0,No,0
V0005732,2025-08-29,R012,Nourhan Atef,D0322,Dr. Mariam Fathy,Gyna,Heliopolis,C,Completed,Interested,Follow-up,2,No,23
V0005733,2025-08-29,R012,Nourhan Atef,D0323,Dr. Ahmed Tarek,Pedia,Heliopolis,B,Completed,Not Available,Launch,1,No,13
V0005734,2025-08-29,R012,Nourhan Atef,D0340,Dr. Sara Tarek,Gyna,Heliopolis,B,Completed,Sample Accepted,Routine,1,No,17
V0005735,2025-08-29,R013,Khaled Ibrahim,D0004,Dr. Rana Emad,Pedia,Shebin El-Kom,C,Completed,No Interest,Launch,2,No,26
V0005736,2025-08-29,R013,Khaled Ibrahim,D0026,DR. MOSTAFA ALI,Internal,Shebin El-Kom,B,Completed,Sample Accepted,Routine,2,Yes,8
V0005737,2025-08-29,R013,Khaled Ibrahim,D0013,Dr. Mohamed Emad,Gyna,Shebin El-Kom,C,Completed,Follow-up,Educational,0,Yes,11
V0005738,2025-08-29,R015,Amr Fathy,D0186,Dr. Mahmoud Wael,Pedia,Shubra El Kheima,B,Completed,Follow-up,Educational,2,No,22
V0005739,2025-08-29,R015,Amr Fathy,D0207,Dr. Ahmed Adel,Internal,Shubra El Kheima,C,Completed,Follow-up,Launch,0,Yes,7
V0005740,2025-09-01,R003,Karim Hany,D0052,Dr. Sara Tarek,Internal,Ashmoun,B,Completed,Follow-up,Follow-up,0,Yes,10
V0005741,2025-09-01,R003,Karim Hany,D0057,Dr. Mahmoud Nabil,Pedia,Ashmoun,C,Completed,Follow-up,Routine,0,No,23
V0005742,2025-09-01,R004,Sara Mostafa,D0086,Dr. Mostafa Tarek,Pedia,Sadat City,C,Completed,Follow-up,Launch,1,Yes,15
V0005743,2025-09-01,R004,Sara Mostafa,D0087,Dr. Rana Wael,Gyna,Sadat City,C,Completed,Sample Accepted,Educational,1,Yes,25
V0005744,2025-09-01,R004,Sara Mostafa,D0096,Dr. Mostafa Hassan,Internal,Sadat City,B,Completed,Interested,Educational,1,Yes,30
V0005745,2025-09-01,R005,Mahmoud Tarek,D0107,Dr. Mahmoud Saad,gyna ,Tanta,B,Completed,Follow-up,Launch,1,Yes,12
V0005746,2025-09-01,R005,Mahmoud Tarek,D0109,Dr. Ahmed Wael,Gyna,Tanta,B,Completed,Interested,Follow-up,2,Yes,20
V0005747,2025-09-01,R005,Mahmoud Tarek,D0110,Dr. Nour Hassan,Pedia,Tanta,C,Rescheduled,Not Applicable,Launch,0,No,0
V0005748,2025-09-01,R005,Mahmoud Tarek,D0115,Dr. Mostafa Adel,Pedia,Tanta,B,Completed,Not Available,Follow-up,2,No,16
V0005749,2025-09-01,R006,Nada Wael,D0149,Dr. Aya Ali,Gyna,El Mahalla El Kubra,B,Completed,Interested,Educational,0,No,23
V0005750,2025-09-01,R006,Nada Wael,D0132,Dr. Ahmed Ali,Pedia,El Mahalla El Kubra,C,Completed,Follow-up,Routine,2,No,21
V0005751,2025-09-01,R006,Nada Wael,D0143,Dr. Nour Fathy,Internal,El Mahalla El Kubra,A,Completed,Interested,Routine,1,No,11
V0005752,2025-09-01,R006,Nada Wael,D0147,Dr. Ahmed Wael,Internal,El Mahalla El Kubra,A,Completed,Sample Accepted,Follow-up,2,Yes,18
V0005753,2025-09-01,R007,Mostafa Adel,D0167,Dr. Aya Tarek,Pedia,Benha,B,Completed,Not Available,Follow-up,0,No,20
V0005754,09/01/2025,R007,Mostafa Adel,D0160,Dr. Mostafa Saad,Internal,Benha,C,Completed,Sample Accepted,Launch,2,Yes,21
V0005755,2025-09-01,R008,Yara Emad,D0202,dr. mina fathy,Internal,Shubra El Kheima,B,Completed,Interested,Routine,1,Yes,10
V0005756,2025-09-01,R008,Yara Emad,D0208,Dr. Rana Nabil,Pedia,Shubra El Kheima,B,Completed,Sample Accepted,Launch,0,Yes,13
V0005757,2025-09-01,R009,Hossam Ali,D0225,Dr. Mariam Fathy,Gyna,Qalyub,A,Completed,No Interest,Launch,2,No,23
V0005758,2025-09-01,R009,Hossam Ali,D0224,Dr. Aya Nabil,Pedia,Qalyub,B,Completed,Follow-up,Routine,2,No,17
V0005759,2025-09-01,R011,Mohamed Saad,D0300,Dr. Mahmoud Fathy,Pedia,Nasr City,A,Completed,Sample Accepted,Routine,2,No,15
V0005760,2025-09-01,R011,Mohamed Saad,D0289,Dr. Ahmed Adel,Internal,Nasr City,B,Completed,Interested,Educational,0,Yes,18
V0005761,2025-09-01,R011,Mohamed Saad,D0276,Dr. Aya Adel,Internal,Nasr City,C,Completed,Interested,Follow-up,0,Yes,24
V0005762,2025-09-01,R013,Khaled Ibrahim,D0002,Dr. Rana Ali,Internal,Shebin El-Kom,A,Completed,Sample Accepted,Educational,0,Yes,15
V0005763,2025-09-01,R013,Khaled Ibrahim,D0019,Dr. Mina Wael,Gyna,Shebin El-Kom,C,Completed,Interested,Routine,0,Yes,16
V0005764,2025-09-01,R014,Aya Magdy,D0110,Dr. Nour Hassan,Pedia,Tanta,C,Completed,Interested,Educational,0,No,18
V0005765,2025-09-01,R014,Aya Magdy,D0122,Dr. Nour Nabil,Pedia,Tanta,A,Completed,Sample Accepted,Follow-up,2,No,8
V0005766,2025-09-01,R014,Aya Magdy,D0121,Dr. Mahmoud Adel,Gyna,Tanta,B,Completed,Follow-up,Educational,2,Yes,19
V0005767,2025-09-01,R014,Aya Magdy,D0128,Dr. Nour Saad,Internal,Tanta,B,Completed,Sample Accepted,Follow-up,0,Yes,15
V0005768,2025-09-01,R015,Amr Fathy,D0210,Dr. Ahmed Adel,Internal,Shubra El Kheima,C,Completed,Sample Accepted,Routine,0,Yes,9
V0005769,2025-09-01,R015,Amr Fathy,D0199,Dr. Mohamed Hassan,Pedia,Shubra El Kheima,B,Completed,Sample Accepted,Educational,2,No,19
V0005770,09/01/2025,R015,Amr Fathy,D0192, Dr. Rana Wael,Gyna,Shubra El Kheima,C,Completed,Not Available,Routine,2,No,8
V0005771,2025-09-01,R016,Salma Osama,D0292,Dr. Sara Adel,Internal,Nasr City,B,Rescheduled,Not Applicable,Routine,0,No,0
V0005772,2025-09-01,R016,Salma Osama,D0287,Dr. Sara Adel,Gyna,Nasr City,B,Completed,Follow-up,Follow-up,3,Yes,31
V0005773,2025-09-01,R016,Salma Osama,D0297,Dr. Nour Nabil,Pedia,Nasr City,A,Completed,Follow-up,Educational,2,Yes,18
V0005774,2025-09-01,R016,Salma Osama,D0275,Dr. Mostafa Saad,Pedia,Nasr City,B,Completed,Interested,Educational,1,Yes,14
V0005775,2025-09-02,R001,Ahmed Hassan,D0009,Dr. Mostafa Samir,GYNA,Shebin El-Kom,B,Completed,Sample Accepted,Launch,0,Yes,25
V0005776,2025-09-02,R001,Ahmed Hassan,D0006,Dr. Aya Wael,Internal,Shebin El-Kom,A,Completed,Interested,Launch,1,Yes,19
V0005777,2025-09-02,R001,Ahmed Hassan,D0027,Dr. Mina Nabil,Gyna,Shebin El-Kom,C,Completed,Follow-up,Educational,1,Yes,25
V0005778,2025-09-02,R002,Mona Samir,D0035,Dr. Nour Wael,Gyna,Menouf,A,Completed,Sample Accepted,Educational,2,No,17
V0005779,2025-09-02,R002,Mona Samir,D0043,Dr. Mahmoud Nabil,Internal,Menouf,A,Completed,Follow-up,Follow-up,3,No,17
V0005780,2025-09-02,R002,Mona Samir,D0039,Dr. Nour Tarek,Pedia,Menouf,A,Cancelled,Not Applicable,Follow-up,0,No,0
V0005781,2025-09-02,R002,Mona  Samir,D0042,Dr. Mostafa Wael,Pedia,Menouf,B,Completed,Not Available,Routine,1,No,22
V0005782,2025-09-02,R004,Sara Mostafa,D0084,Dr. Rana Samir,Pedia,Sadat City,A,Completed,No Interest,Routine,0,No,17
V0005783,2025-09-02,R004,Sara Mostafa,D0097,Dr. Nour Nabil,Gyna,SADAT CITY,C,Completed,Sample Accepted,Launch,1,Yes,8
V0005784,2025-09-02,R005,Mahmoud Tarek,D0108,Dr. Sara Wael,Pedia,Tanta,B,Completed,Interested,Follow-up,1,Yes,21
V0005785,2025-09-02,R005,Mahmoud Tarek,D0114,Dr. Mariam Emad,Pedia,Tanta,A,Rescheduled,Not Applicable,Routine,0,No,0
V0005786,2025-09-02,R005,Mahmoud Tarek,D0102,Dr. Mostafa Emad,Internal,Tanta,C,Completed,Sample Accepted,Educational,0,Yes,19
V0005787,2025-09-02,R005,Mahmoud Tarek,D0125,Dr. Mahmoud Tarek,Internal,Tanta,B,Rescheduled,Not Applicable,Routine,0,No,0
V0005788,2025-09-02,R006,Nada Wael,D0134,Dr. Mostafa Samir,Gyna,El Mahalla El Kubra,B,Completed,Not Available,Routine,1,No,17
V0005789,2025-09-02,R006,Nada Wael,D0141,Dr. Aya Saad,Internal,El Mahalla El Kubra,B,Completed,No Interest,Routine,1,No,19
V0005790,2025-09-02,R006,Nada Wael,D0143,Dr. Nour Fathy,Internal,El Mahalla El Kubra,A,Cancelled,Not Applicable,Launch,0,No,0
V0005791,2025-09-02,R007,Mostafa Adel,D0182,Dr. Sara Wael,Internal Med,Benha,A,Completed,Interested,Follow-up,2,Yes,28
V0005792,2025-09-02,R007,Mostafa Adel,D0166,Dr. Nour Hassan,Internal,Benha,B,Completed,Sample Accepted,Launch,2,Yes,14
V0005793,2025-09-02,R007,Mostafa Adel,D0168,Dr. Ahmed Emad,Gyna,Benha,A,Completed,Sample Accepted,Educational,0,No,12
V0005794,2025-09-02,R008,Yara Emad,D0202,Dr. Mina Fathy,Internal,Shubra El Kheima,B,Completed,Sample Accepted,Launch,2,Yes,16
V0005795,2025-09-02,R008,Yara Emad,D0198,Dr. Mina Adel,Internal,Shubra El Kheima,A,Completed,No Interest,Launch,2,No,15
V0005796,2025-09-02,R008,Yara Emad,D0190,Dr. Ahmed Samir,Internal,Shubra El Kheima,B,Completed,Not Available,Launch,2,No,18
V0005797,2025-09-02,R008,Yara Emad,D0212,Dr. Nour Fathy,Gyna,Shubra El Kheima,B,Completed,Sample Accepted,Follow-up,0,Yes,23
V0005798,2025-09-02,R009,Hossam Ali,D0233,Dr. Mina Hassan,Internal,Qalyub,B,Completed,Interested,Follow-up,0,Yes,28
V0005799,2025-09-02,R009,Hossam Ali,D0231,Dr. Sara Tarek,Internal, Qalyub,A,Completed,Interested,Follow-up,0,No,20
V0005800,02/09/2025,R009,Hossam Ali,D0239,Dr. Ahmed Samir,Gyna,Qalyub,A,Cancelled,Not Applicable,Routine,0,No,0
V0005801,2025-09-02,R009,Hossam Ali,D0224,Dr. Aya Nabil,Pedia,Qalyub,B,Completed,Interested,Educational,2,No,20
V0005802,2025-09-02,R010,Rana Ashraf,D0245,Dr. Ahmed Wael,Gyna,Maadi,B,Completed,Follow-up,Routine,0,No,19
V0005803,2025-09-02,R010,Rana Ashraf,D0252,Dr. Mostafa Ali,Internal,Maadi,C,Completed,Interested,Launch,0,No,7
V0005804,2025-09-02,R010,Rana Ashraf,D0265,Dr. Nour Emad,Gyna,Maadi,B,Completed,Interested,Follow-up,1,Yes,9
V0005805,2025-09-02,R010,Rana Ashraf,D0271,Dr. Mina Ali,Gyna,Maadi,C,Completed,Sample Accepted,Follow-up,1,No,5
V0005806,2025-09-02,R011,Mohamed Saad,D0298,Dr. Mohamed Nabil,Pedia,Nasr City,A,Completed,Follow-up,Educational,2,No,18
V0005807,2025-09-02,R011,Mohamed Saad,D0303,Dr. Ahmed Saad,Gyna,Nasr City,B,Completed,Follow-up,Routine,0,Yes,14
V0005808,2025-09-02,R011,Mohamed Saad,D0304,Dr. Mostafa Adel,Pedia,Nasr City,B,Completed,No Interest,Follow-up,3,No,22
V0005809,2025-09-02,R012,Nourhan Atef,D0334,Dr. Mina Saad,Gyna,Heliopolis,B,Completed,Follow-up,Follow-up,1,No,22
V0005810,2025-09-02,R012,Nourhan Atef,D0311,Dr. Mariam Adel,Internal,Heliopolis,C,Completed,No Interest,Routine,0,No,9
V0005811,2025-09-02,R012,Nourhan Atef,D0319,Dr. Mostafa Tarek,Internal,Heliopolis,C,Completed,Follow-up,Educational,1,Yes,25
V0005812,2025-09-02,R014,Aya Magdy,D0116,Dr. Mohamed Hassan,Internal,Tanta,C,Cancelled,Not Applicable,Routine,0,No,0
V0005813,2025-09-02,R014,Aya Magdy,D0108,Dr. Sara Wael,Pedia,Tanta,B,Completed,Sample Accepted,Routine,0,No,12
V0005814,2025-09-02,R014,Aya Magdy,D0107,Dr. Mahmoud Saad,Gyna,Tanta,B,Completed,No Interest,Routine,0,No,17
V0005815,2025-09-02,R015,Amr Fathy,D0210,Dr. Ahmed Adel,Internal,Shubra El Kheima,C,Completed,Interested,Launch,0,No,22
V0005816,2025-09-02,R015,Amr Fathy,D0188,Dr. Mahmoud Wael,Pedia,Shubra El Kheima,C,Completed,Follow-up,Routine,1,Yes,21
V0005817,2025-09-02,R016,Salma Osama,D0281,Dr. Mina Samir,Gyna,Nasr City,C,Completed,Sample Accepted,Educational,2,Yes,13
V0005818,2025-09-02,R016,Salma Osama,D0301,Dr. Mostafa Saad,Pedia,Nasr City,A,Completed,Interested,Educational,2,No,24
